5.66527e-11;-0.231801;0.0176002;4.3954e-12;0.301349;1.24034e-12;0;0;0;0;0;0;0;0;0;0;0;0;9.40841e-16;-2.26247e-16;-3.42622e-17;
-0.266904;1.20754;0.226711;-0.0223841;0.302101;-0.00328586;1.99737e-06;-2.09724e-05;4.99343e-06;5.99211e-06;8.52212e-06;3.19579e-06;0;-0.00249671;0;0;-0.00532632;-0.00798948;1.0042e-09;7.52997e-07;0.000376348;
-0.0470154;0.0532121;0.0672299;-0.00558135;0.300685;-0.000662674;1.99737e-06;-2.09724e-05;4.99343e-06;6.9908e-06;1.06526e-05;3.19579e-06;0;-0.00249671;0;0.00249671;0;0;8.02876e-09;3.00958e-06;0.000751792;
-0.042004;0.0489173;0.0674916;-0.00325411;0.301726;-0.0014696;1.99737e-06;-2.09724e-05;4.99343e-06;5.99211e-06;1.06526e-05;6.39159e-06;0;0;-0.00249671;0;0;0;2.70808e-08;6.76613e-06;0.00112633;
-0.0254589;-0.0368536;0.0463128;-0.000966877;0.301206;0.000976887;1.99737e-06;-1.99737e-05;5.99211e-06;5.99211e-06;1.06526e-05;3.19579e-06;0;0;0.00249671;-0.00249671;0;0;6.4153e-08;1.2019e-05;0.00149997;
-0.0309158;0.0377643;0.0751924;-0.00222538;0.301859;1.59928e-07;1.99737e-06;-1.99737e-05;4.99343e-06;5.99211e-06;1.06526e-05;3.19579e-06;0;0;-0.00249671;0;0;0;1.25224e-07;1.87647e-05;0.00187271;
-0.0243508;0.0206841;0.0657858;-0.00310162;0.301853;-0.00129339;1.99737e-06;-1.99737e-05;4.99343e-06;5.99211e-06;1.06526e-05;6.39159e-06;0;0;0;0;0;0.00798948;2.16256e-07;2.69995e-05;0.00224455;
-0.0144463;0.015299;0.0660237;0.000468538;0.301774;0.00149638;1.99737e-06;-1.99737e-05;4.99343e-06;5.99211e-06;1.06526e-05;3.19579e-06;0;0;0;0;0;0;3.43201e-07;3.67199e-05;0.00261549;
-0.00954599;0.00848199;0.0659133;-0.00174339;0.301998;-0.000936304;1.99737e-06;-1.99737e-05;4.99343e-06;5.99211e-06;1.06526e-05;6.39159e-06;0;0;-0.00249671;-0.00249671;0;0;5.11991e-07;4.79222e-05;0.00298552;
-0.000718942;0.00196252;0.0660662;-0.00156795;0.302006;0.000151735;1.99737e-06;-1.99737e-05;4.99343e-06;6.9908e-06;1.06526e-05;6.39159e-06;0;0;0;0.00249671;0;0.00798948;7.2855e-07;6.06029e-05;0.00335466;
0.0124374;-0.00595632;0.0657891;0.00434482;0.302008;0.00235447;1.99737e-06;-1.99737e-05;4.99343e-06;5.99211e-06;1.06526e-05;3.19579e-06;0;0;0;0;0;0;9.98781e-07;7.47583e-05;0.0037229;
0.0207684;-0.014306;0.0656223;0.00239548;0.302169;0.00117114;1.99737e-06;-1.99737e-05;4.99343e-06;5.99211e-06;1.06526e-05;3.19579e-06;0;0;0;0;-0.00532632;-0.00798948;1.32858e-06;9.0385e-05;0.00409025;
0.0323661;-0.0234615;0.0653113;0.00339903;0.302265;0.00143915;1.99737e-06;-1.99737e-05;4.99343e-06;5.99211e-06;1.06526e-05;3.19579e-06;0;0;0;0;0;0;1.72382e-06;0.000107479;0.0044567;
0.0435041;-0.0336868;0.0648124;0.00288728;0.302449;0.000294388;1.99737e-06;-1.99737e-05;4.99343e-06;5.99211e-06;1.06526e-05;6.39159e-06;0;0;0;0;0;0;2.19036e-06;0.000126037;0.00482225;
